,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MAN1B1-AS1,407.170289783048,1.31856725753176,0.139252645132188,9.46888481924405,2.82847145465247e-21,3.24356875191633e-19
GCH1,2555.74962688266,2.31001749099009,0.24440250121362,9.45169333177576,3.33392937508862e-21,3.7722299569335996e-19
ADAMTSL2,321.040940750578,1.56442357168373,0.16574957757932,9.43847697551489,3.7823698245482904e-21,4.25128348756514e-19
SLA,25140.6954668081,-1.54362765704897,0.163801403398844,-9.42377552950728,4.35153013122018e-21,4.8588269333598e-19
NICN1,348.467670970301,1.48176893332356,0.157886839695328,9.38500597125704,6.29128763022477e-21,6.97880612158005e-19
EGR1,91993.7410722787,5.62788506948242,0.604157655989405,9.31525904486943,1.2165530918632101e-20,1.3407363035780799e-18
FAM86B3P,1215.99924108899,-2.35149450529718,0.252668509939378,-9.30663859086107,1.31941934564498e-20,1.44472162156687e-18
FLJ23867,665.458473704861,1.87456121013294,0.202080517787643,9.27630842723212,1.75452187489195e-20,1.90882982440167e-18
NAA38,948.067824252888,2.84744424164266,0.307158544322984,9.27027521867831,1.8566622159783e-20,2.0070873330945097e-18
CDKN1A,2004.85359171355,3.38370192359284,0.366430468323531,9.23422645249379,2.6015897204645002e-20,2.7945684009951597e-18
MAP7D3,636.073603264337,1.25560005986982,0.137188374708076,9.15237943842998,5.56930814335725e-20,5.94479860434335e-18
NFKB2,21255.627204336,1.95958014480442,0.214698202030159,9.1271381235375,7.033395511232521e-20,7.460674288539901e-18
C17orf96,28.8365917206998,4.95562256159859,0.543122446933344,9.12431918360167,7.21885508468247e-20,7.56286472205129e-18
ALG1L2,327.608253807543,-2.76892181892768,0.303451479176692,-9.12475966978367,7.18955984324292e-20,7.56286472205129e-18
MS4A10,346.152242381854,1.30664304446371,0.144100222574455,9.06759907180974,1.21668323439237e-19,1.26684342663235e-17
EXOSC4,627.332611112104,1.96056684771861,0.216711789739607,9.0468859588782,1.4710353363499902e-19,1.52234217856902e-17
GNAT2,335.4913349052,-2.11788935135677,0.234534883228574,-9.03016780362139,1.71408751617515e-19,1.76309498418193e-17
ANKRD16,300.351870165837,1.30627261033711,0.144667083138442,9.02950817835351,1.72445066800731e-19,1.76309498418193e-17
LYRM1,2732.79546526254,2.24320368816422,0.248594065857252,9.0235608819895,1.82072655846525e-19,1.85038150600432e-17
LCP2,71744.445308,1.79478231628275,0.199161590636202,9.01168900363519,2.0290703734244902e-19,2.04984418915241e-17
TMEM132A,135.716287073179,3.03764609617376,0.337426978878133,9.00238062253715,2.2087529443122603e-19,2.21816301602767e-17
RGS2,121696.901912051,-2.46477779762306,0.274631642633868,-8.97484999901863,2.83738140376164e-19,2.83270806968486e-17
ICAM5,57.7399416573608,4.12945104893684,0.460411956996811,8.96903520028573,2.9912296304340103e-19,2.9688391396331e-17
CCRL2,1398.39465652411,2.17263389279865,0.243328834004409,8.9287975331328,4.30664244944814e-19,4.2495543983740603e-17
CBX5,1244.69175205503,1.48996854670713,0.167206762978302,8.91093470244669,5.06041145815046e-19,4.9644683969785904e-17
OASL,1179.07920909212,-1.35463016759491,0.152032291573966,-8.91014766383273,5.09646400043891e-19,4.9711027020373104e-17
RRAD,26.2165397845144,4.75000187470463,0.534794911429092,8.8819129972863,6.572023020261191e-19,6.3737356971356e-17
THEMIS2,21116.1449817691,-1.28805521684795,0.145186456679637,-8.87173119521834,7.20174485732401e-19,6.94477350673313e-17
SRSF3,6361.37213139041,1.72095640198942,0.19409334061538,8.86664321677943,7.53839657727234e-19,7.22834275194724e-17
C10orf55,205.162948647099,2.68638436685716,0.303420877274464,8.85365697636935,8.469742194615199e-19,8.07575643410164e-17
SPTA1,94.5701171561216,5.39471949870048,0.610083363019933,8.84259402189963,9.35215430131631e-19,8.867305184465951e-17
LOC101927905,196.752016591965,-2.45142516077881,0.277335101709795,-8.83921705426235,9.63916941340537e-19,9.08866573801755e-17
TBC1D24,562.418633411194,1.23788892773437,0.14009969641621,8.83577166403583,9.94096425274945e-19,9.32143896672175e-17
GBP3,1311.53376114039,2.65183623479284,0.300668256126853,8.81980781394502,1.14656340063987e-18,1.0692018700912001e-16
SLC38A2,10497.2564670448,-1.47300195301229,0.167087595004467,-8.81574693185881,1.18889756264538e-18,1.1026212805036799e-16
XBP1,4096.05584032485,2.94011485632685,0.333870881644891,8.8061433864544,1.2952533368081e-18,1.19473041479929e-16
POU5F1P3,717.101626461017,2.55967639023531,0.291011899701334,8.79577911715057,1.420587975195e-18,1.3032550872978099e-16
LOC101929586,512.139151321405,1.57590221660548,0.180177172331657,8.74640331076276,2.20260840379706e-18,2.00982095856149e-16
PTGS2,175576.471767124,2.49284152955611,0.285751656199775,8.72380430863824,2.6900783533686698e-18,2.44149785098252e-16
OLR1,11810.348173078,5.8238635905249,0.668724723553915,8.7089102367476,3.0681011249671197e-18,2.76977724962457e-16
CCNL1,28512.2386906828,1.61868976924456,0.18607109322823,8.69930810402192,3.33913790272349e-18,2.99851050185307e-16
SPECC1L-ADORA2A,108.484152737269,2.53395097063416,0.292129428052546,8.67406952981938,4.16945521584461e-18,3.72442073280604e-16
DAXX,1304.69503154487,1.46054616345883,0.168930697846262,8.64583040311608,5.34154012535733e-18,4.74641984332799e-16
KIRREL2,333.495235584381,8.1630875743522,0.947607042182091,8.61442265725964,7.02949183109421e-18,6.21377788319432e-16
C5orf58,2698.35550186556,2.16545133451538,0.251497146561085,8.61024216029991,7.29064026909515e-18,6.41123039622192e-16
EHD1,35776.096325105,2.38776435011553,0.277816880608067,8.5947417769912,8.345224367644309e-18,7.30078082307522e-16
CASP10,1614.14875696288,2.18328321319658,0.25419290025221,8.58908022619957,8.76682904503313e-18,7.630288336015501e-16
