,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRAF3IP3,2616.908844585,-1.62524298031114,0.163284235721174,-9.9534592125992,2.43566450464099e-23,1.00897402104753e-20
ZNF226,277.024908620355,2.46972189601488,0.24895352342291,9.92041350553387,3.39347364097442e-23,1.3677533083203102e-20
HSPA6,11716.4118280794,1.64651576023559,0.168940771326672,9.74611248253278,1.9166786954157099e-22,7.52195510124592e-20
LINC00211,1308.41560208556,1.47487418725306,0.152147290930235,9.69372624537462,3.2061310973352397e-22,1.22597520652719e-19
DNAJB9,3076.32400644923,2.18860225270104,0.226681057875867,9.65498517260114,4.68227006996136e-22,1.74566733883334e-19
FAM86EP,302.760844349394,-1.91967111572642,0.200207680332119,-9.58839896922002,8.94624084903085e-22,3.25403145808773e-19
PTX3,1315.71106386636,2.95707149125328,0.309702453303676,9.54810483323408,1.3209044277686001e-21,4.69015422174122e-19
PLAC9,161.788742050079,3.59113767839974,0.376555266503943,9.53681437452992,1.47287155849718e-21,5.10812408182987e-19
LYRM1,2732.79546526254,2.37094261604332,0.251577612616038,9.42429889285058,4.3298850421373404e-21,1.46753580984987e-18
NFE2L3,770.809094191498,2.06641831593503,0.221005057793314,9.3500951361374,8.75689238869197e-21,2.9020341376125198e-18
WSB1,37461.3111942707,2.34722018657455,0.251926354193689,9.31708869477756,1.1957625258069999e-20,3.87661011899125e-18
RHOH,6551.03110217803,5.0309060139569,0.549317470696147,9.15846715667219,5.26396877065434e-20,1.67024609099507e-17
UPP1,2220.71202747668,2.43032943247192,0.266608631658856,9.11571923740897,7.815036179974981e-20,2.42803405316598e-17
SERTAD3,633.494141042127,1.57907135534832,0.174711059467304,9.03818773787376,1.5929062271149101e-19,4.84796133978869e-17
CD274,994.839046016608,2.33792049977988,0.260890105770711,8.96132297878176,3.20805891611164e-19,9.568356523194591e-17
VPS9D1-AS1,642.824758662905,2.95321053867336,0.330814984183669,8.92707609953282,4.37416520540096e-19,1.27905736682636e-16
TGM2,253.320151730866,4.21836221184419,0.474723995074187,8.88592583398902,6.339063663562591e-19,1.81797031566748e-16
LOC101927780,624.864085803896,2.38597897522291,0.269081097279057,8.86713708004718,7.50504986566437e-19,2.1117511065406199e-16
DLGAP1-AS2,992.636325850419,1.47663162716578,0.168989995520624,8.73798252148934,2.3731020844101598e-18,6.553716923112729e-16
LINC00309,318.64802540663,2.40225405961524,0.275581172035974,8.71704711126512,2.85551346175039e-18,7.74259495546973e-16
IL1A,34313.2027487413,5.34017370704377,0.613763820646746,8.70069809819782,3.2984870866451003e-18,8.78398891484614e-16
C11orf71,229.098073455282,2.23884142379745,0.258505345054466,8.66071617716741,4.68809470714e-18,1.22655362048384e-15
PLSCR2,81.8044717956327,3.18953332170489,0.368861373296064,8.64697025119201,5.28847499719579e-18,1.3597763385031201e-15
NXT1,531.577014973985,2.61068516343893,0.302920530773226,8.61838303523031,6.79061963848694e-18,1.7164154350636601e-15
DCUN1D3,7723.09425206503,3.41193571371566,0.402606786684861,8.47461052956949,2.35867299233154e-17,5.76637546469513e-15
JUNB,136756.825065914,2.00892894989487,0.237559286142342,8.45653723968151,2.7543433188423302e-17,6.625084179660581e-15
TKTL1,228.491865925401,-2.49604299831855,0.297345627343148,-8.39441635856989,4.6821418536255203e-17,1.10832986449393e-14
HSPA7,5704.08793067865,1.54542996357183,0.184522089174247,8.3753114355456,5.5078024384723504e-17,1.28340402757716e-14
HBEGF,2377.22112446809,4.95320742634068,0.600621061242724,8.24680942105522,1.62679548477943e-16,3.73236939454087e-14
DAXX,1304.69503154487,1.41396506324896,0.171545267310615,8.24251863905234,1.6862283897727e-16,3.8101096934364e-14
PPP1R15B,48111.8621047935,1.50282308001496,0.182389712039886,8.2396263649252,1.72749272425304e-16,3.84508940250532e-14
TXNRD2,171.078205715982,1.44590550119468,0.17555403464257,8.23624193051759,1.77704406605805e-16,3.89721443487114e-14
EGR1,91993.7410722787,5.0283929598331,0.611295186853641,8.22580165519447,1.93889639102227e-16,4.19054519990075e-14
POU5F1P4,90.5912207841565,2.58708558741716,0.316568736353909,8.17227126473072,3.02637113248885e-16,6.447467528400891e-14
UST,319.839126258858,1.91943655732693,0.235897642621383,8.13673479733599,4.06080897407736e-16,8.529414680340241e-14
LINC01136,2026.8766837795,1.80388974427231,0.226279085262355,7.9719685192329,1.5616659181893902e-15,3.20282209639128e-13
CLEC4A,4493.71701878705,2.30376271536444,0.28900047605651,7.97148415393603,1.5677999935396202e-15,3.20282209639128e-13
TNFSF14,6828.07700910427,-1.34566716898963,0.169526656042007,-7.93779102595044,2.05813712740944e-15,4.1477025650077e-13
NABP1,34328.6251339158,1.92858159681024,0.243664638004858,7.91490145062323,2.4744901840476402e-15,4.92027628196032e-13
GBP1P1,390.249687571697,1.65674242968235,0.21122863212823,7.84336106800426,4.38644383349495e-15,8.60724169590923e-13
SERPINB1,25468.454135026,1.48461661153018,0.189855895564738,7.81970244913438,5.294834318915151e-15,1.02547875581794e-12
IDI1,5427.12395984574,2.1183499770251,0.271010074741558,7.81649899563776,5.4312751082496804e-15,1.0384180216580399e-12
RGS2,121696.901912051,-2.16919986457696,0.27786802748262,-7.80658316190279,5.875920350156351e-15,1.1092101288845799e-12
CXCL1,66641.5645888369,2.73347518636477,0.350701589842429,7.79430508881616,6.476389728469791e-15,1.20728000025837e-12
LOC100130476,1308.97057161869,2.32124109392803,0.298227477826845,7.78345815363056,7.05685016422923e-15,1.2992445246808699e-12
IL1RL2,186.377773788535,2.0293732279099,0.261878763566017,7.74928520463369,9.24112520877144e-15,1.6806451248586399e-12
POU5F1B,162.221615436538,2.72822891332029,0.353939440708823,7.70817998654389,1.2762467413479501e-14,2.29309248840023e-12
GBP1,13018.7963839323,1.54542509359529,0.200842580042608,7.69470842919579,1.41817191993274e-14,2.51776164785202e-12
KLF2,11420.519806103,1.86443563867131,0.246040042043597,7.57777320791119,3.5153619796066404e-14,6.167599200220449e-12
LINC00664,2010.32546914916,1.92319834924704,0.255901658281617,7.51538056518016,5.6745620475233997e-14,9.84008649008331e-12
ATF4,8398.4303090798,1.33179405480351,0.177267121866097,7.512921972127,5.7821994862449e-14,9.911487464180479e-12
GZF1,3009.61385662381,2.3584789798766,0.31537359840771,7.47836531588036,7.525276897364611e-14,1.2752778905727099e-11
EMP1,51.8429094011404,4.90767147001336,0.657512484082349,7.4639973974984,8.393625997466521e-14,1.4064510618002e-11
PPIL1,72.8829514501816,3.73951514877553,0.501679550948145,7.45399158029876,9.05577797723571e-14,1.50054241082796e-11
