,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABCC6P1,55.2924193805099,-1.21300852568645,0.327408467264849,-3.70487830024634,0.0002114922504643,0.0068564868069034
OSGEPL1-AS1,127.79796702677,0.948191027090756,0.256284508854158,3.6997594249067,0.0002158039410497,0.006965983058172
ADAM33,37.5532237114408,1.96984563613791,0.534199175112511,3.68747412558814,0.0002264911153629,0.0072794439728615
CDK2,916.013268288045,0.634936967270951,0.172302176244815,3.68502001024527,0.0002286846729826,0.0073184002750852
PLK3,7544.65759462708,1.03240020424038,0.280258985046525,3.68373632720106,0.0002298399924133,0.0073239397582477
IL1RL2,186.377773788535,-1.051389798864,0.285407600273814,-3.68381850327502,0.0002297658698417,0.0073239397582477
MYO1C,275.810528463902,0.958372955050333,0.26026087258426,3.68235511367564,0.0002310892063647,0.0073480454893779
LOC102724050,137.575411289348,1.685408074068,0.458776225111579,3.67370404527413,0.0002390596091306,0.0075531693876383
TMEM92,188.129260393574,-1.56619729067991,0.426518197069419,-3.67205268483539,0.0002406100619965,0.0075860842590994
KCNH4,12.2942232165563,2.82252075535411,0.768819876515598,3.67123801240179,0.0002413784237066,0.0075942540775034
SLC6A12,108.391734248806,1.3512125334744,0.369503303310225,3.65683478704914,0.0002553488420609,0.0080000363059963
CLCF1,122.608864713402,2.29521385022842,0.6278106832203,3.65590123196904,0.0002562800204136,0.0080123772419898
PAICS,343.636086298515,0.653594935217435,0.179033336810059,3.65068845201075,0.0002615383299735,0.0081596676043845
KDM6B,99794.6844752629,0.663008435174748,0.181856635954541,3.64577532018399,0.0002665868237908,0.0082998106538483
PISD,5702.95775717691,-0.66081927622758,0.181881348539678,-3.63324376871673,0.0002798803713759,0.008641523764656
ISLR2,34.7018246083043,1.40296810476096,0.38696799855419,3.62554038060719,0.0002883578311852,0.0088301444280607
SPACA6P-AS,87.5107839545333,1.61443045965822,0.446829024505556,3.61308324016035,0.0003025775145247,0.0091739863541438
PTGES,169.817640207682,1.19310754662466,0.330217156454563,3.61309981417888,0.0003025581666021,0.0091739863541438
CASC1,23.98819973865,-1.56075022114182,0.432134594518875,-3.61172246086781,0.0003041699987833,0.0092009882187739
SLC35A2,1387.43882236547,1.19544542181745,0.332175179744541,3.59884029486129,0.0003196393983928,0.0096493569802265
SLC30A4,122.643616133812,1.94337460240093,0.540169682634606,3.59771135788736,0.0003210295969146,0.0096717462197732
LOC442132,30.439338246981,-1.51185185072849,0.422194213303561,-3.58093930018282,0.0003423611920648,0.0102729023284964
GPR4,269.04774096392,1.84883275838585,0.516812423646146,3.57737676920034,0.0003470597483849,0.010392975959167
TDGF1,71.0190854570085,1.04803087107809,0.2933800738314,3.57226330129145,0.0003539093154147,0.0105564099061775
NR1I3,71.6789930764729,1.07949908710026,0.302657675733464,3.56673289215014,0.0003614595781092,0.0107165938138049
PPAPDC2,63.8369066629403,1.19094439882373,0.333883238206719,3.56694874897068,0.0003611620815827,0.0107165938138049
LRRC8E,67.0640277271089,1.0489271451123,0.294331045039883,3.5637665913569,0.0003655710496834,0.0108169862379539
NFKB1,4820.25920112439,0.875711360858013,0.24648903814767,3.55273957592135,0.0003812416867867,0.0112583312377255
RAB3D,5452.14967696256,-0.908033773045441,0.255702798216719,-3.55112959020434,0.0003835814994021,0.0113050413055034
TNIP1,14950.1293923731,1.03090643599092,0.290872055558683,3.54419208132881,0.0003938182189933,0.0115383322197414
GPX8,181.258892592821,0.585343092528913,0.165268161739006,3.54177771671046,0.000397440239023,0.011593330532736
SERPINB1,25468.454135026,0.672454604717061,0.18988446803732,3.54138814863412,0.000398027575455,0.011593330532736
MIR497HG,40.3930731944636,2.19460660389033,0.619845572843993,3.54056994199535,0.0003992637945305,0.0116066685532818
PI4K2B,145.164301751964,1.40823630884516,0.397842751009744,3.53968070367247,0.0004006114018391,0.0116231864506356
C17orf105,11.5164792635479,4.17046877092842,1.17954767502254,3.53565087638252,0.0004067718875027,0.0117583174042524
GDPD2,31.5588725187745,1.63795548688592,0.463274737728744,3.53560285828704,0.0004068458244883,0.0117583174042524
ZNF18,584.92874668995,-0.911579475406516,0.258037253950955,-3.53274366956245,0.0004112710242988,0.0118247953221719
ZKSCAN3,812.083246593473,0.575377447696745,0.162877372979874,3.53258059833665,0.0004115247617653,0.0118247953221719
LZTS1,137.349933892301,1.57537602514115,0.445950349003516,3.53262651024122,0.0004114533084407,0.0118247953221719
OTX2-AS1,164.720098045961,0.790445491320094,0.224010420766227,3.52861035935908,0.0004177477208302,0.0119805226168107
SIGLEC9,1958.17192516942,-0.934876341193191,0.265052113071496,-3.5271416264507,0.0004200720012783,0.0120240571114479
GRASP,142.021743513318,1.33747909690508,0.379279613724632,3.52636695595279,0.0004213027821132,0.012036184654511
TMCC3,13188.4641584116,-0.709858092415586,0.201425150862539,-3.52417803524458,0.0004247987200978,0.0121128552826366
SLAMF7,431.335137228316,0.898485884065328,0.255830959544112,3.51202952788208,0.0004446985879212,0.0125453119664925
NUP50,6188.73085160688,-0.927918257640979,0.264225510822093,-3.51184204263214,0.000445012407314,0.0125453119664925
CPA4,256.684540525584,0.605465472577036,0.172562441254623,3.50867470450099,0.0004503453504195,0.0126716985109575
SLED1,184.904853123663,1.21941756855309,0.347720533581144,3.50688973122875,0.0004533769816201,0.0127329772634675
FAM225B,14.8583436426484,-2.19550353194448,0.62773148396493,-3.49752017865514,0.0004696051854249,0.0131146481839745
NANOG,293.168351711071,0.629999050727979,0.180176863427751,3.49655909611614,0.0004713000896939,0.0131373798833742
RNF144B,7403.3553555861,1.36264841399299,0.390093011136694,3.49313721366699,0.0004773811459545,0.0132820616224266
CCDC85B,173.593945617109,1.19047346224103,0.341011506482727,3.49100672443536,0.0004812041417868,0.0133634960269412
HLA-F-AS1,222.874203720438,0.850780590644568,0.244041250646239,3.48621631954287,0.000489904675481,0.0135798297870806
CA4,1070.84885452503,-0.834812577204159,0.240217819298985,-3.47523168614364,0.0005104123124057,0.0140698314508449
LINC00330,227.740703955819,0.699035560336251,0.201599979444936,3.46743864885752,0.0005254436718009,0.0144308314504014
ICAM4,4035.6653661338,2.13208124940981,0.615078587462905,3.4663558330071,0.0005275645731057,0.0144624457329525
THEMIS2,21116.1449817691,-0.508163354267559,0.146835366463547,-3.46076947609018,0.0005386338392718,0.0147233403903844
FBXO28,820.323494754709,-0.559229821268759,0.161601031433919,-3.46055848967422,0.0005390561156809,0.0147233403903844
TBC1D24,562.418633411194,0.49487902083045,0.1430871071268,3.45858568789081,0.0005430195105324,0.0148044789041506
JAG1,580.819192171743,-0.653482380045233,0.189243828956059,-3.45312385428941,0.0005541345154134,0.0150524736400017
UPK1B,273.184545732573,0.675361703247526,0.195940002440634,3.44677806897623,0.0005673144064563,0.0153545548883547
PUS10,271.47416071979,1.10538829022595,0.321079597023773,3.44272355039772,0.0005758876767399,0.0155581136124115
BHMT2,347.785316143181,0.581797241467157,0.169017134481735,3.44223822780541,0.0005769219357381,0.0155581136124115
ASPHD2,133.084374063609,-0.982423666526591,0.285783919396196,-3.43764501726429,0.0005867964143445,0.0157958392186287
LINC00936,2249.85846394734,0.834416843786228,0.243079254364694,3.43269459982111,0.0005976148431726,0.0160580723535743
FKBP14,811.473873502816,0.444948310432064,0.129833135284265,3.42707822204143,0.0006101132928494,0.0163350440507425
ZNF217,3561.92326290046,-1.26464617427867,0.369266243638125,-3.42475435019185,0.0006153555378293,0.0164458730029552
CLN5,428.63398208595,-0.709300075729243,0.207439005170574,-3.41931873008162,0.0006277814462339,0.0167479511765431
CKAP2L,134.891326039736,1.14464430505976,0.33549304664653,3.41182720924091,0.0006452900313602,0.0171536724379252
BMP8A,249.967650948909,0.762722590163339,0.223670483737711,3.41002790094446,0.0006495623397135,0.0172199957384846
S1PR2,541.668243557859,0.452385153711195,0.133189499588696,3.3965526945308,0.0006824041694255,0.0179483128371126
MIR5684,48.4222103406311,1.4976298357315,0.440876134921865,3.39694013148823,0.0006814387389986,0.0179483128371126
IPO7,463.769885736946,1.00216365588461,0.29526655851125,3.39409806832706,0.0006885503069335,0.0180780822663737
LINC01032,32.4491009937375,1.56099579817086,0.463345184417366,3.36896950841031,0.0007544977499325,0.0196665230668406
IGSF9,73.4733943492475,1.30378379777383,0.387227335437418,3.366972520938,0.0007599826070754,0.019693799135058
TMEM81,131.852109386924,-0.710540057673243,0.211047587901552,-3.36672910947786,0.0007606536781193,0.019693799135058
SEC24A,1531.42323746146,0.81580038873629,0.242294252373909,3.36698200945083,0.0007599564589405,0.019693799135058
SSSCA1,117.759271358824,1.08900907209944,0.323515191266567,3.36617599883316,0.0007621806176749,0.0196991326713809
MIR6732,12.8752119390006,2.78864852939556,0.829964269038209,3.35996214948764,0.0007795315159909,0.0200869968977759
CDK4,43.7527680431461,1.61438229761766,0.481072930034395,3.35579534167978,0.0007913710793904,0.0203127657606704
LINC01262,170.365218365883,1.3963953368931,0.418201756351143,3.33904704054043,0.0008406632723646,0.0213938760764069
TYW5,459.66261618114,0.669324719947104,0.201371155330513,3.32383612165572,0.0008878835443409,0.0224459325266997
PI3,36508.2546738642,2.33378179646633,0.702144347865337,3.3237920429916,0.0008880238845807,0.0224459325266997
PPP4R1-AS1,22.3530437615378,-1.75471607818409,0.528732103923102,-3.31872429376692,0.0009042966606009,0.022665169915197
LOC101927257,175.629760216622,0.783336844034449,0.236088383331732,3.31798131267546,0.0009067055042285,0.0226874147391961
C18orf61,209.379799637403,0.545065099972895,0.164612681481319,3.31119750354562,0.00092897616977,0.0231282497826061
CYP1B1-AS1,8.86194827932692,-2.72992669279742,0.824782934546658,-3.30987291134719,0.0009333834052248,0.0231992445368626
ANKRD33B,1087.52599556063,1.32846261090991,0.401453555133744,3.30913151452185,0.0009358586577849,0.0232220635000785
ORM2,353.791861409215,1.16946840589442,0.35406753849047,3.30295290802521,0.000956724530289,0.0235828643309099
SLC1A5,215.284763911078,1.34215218032414,0.407511200690425,3.29353445512713,0.0009893621494657,0.0240690990782763
PRDM1,2599.02333662155,1.1768829276867,0.357424578406311,3.29267487125313,0.0009923916210018,0.0240875132711025
FBXO48,150.803585810025,0.730741566061365,0.222064176570332,3.29067739491932,0.0009994646175464,0.0241181486107926
MPV17L,248.511709574343,0.733680980740817,0.223007061902164,3.28994505592245,0.001002069476174,0.024141942000297
ITPRIP,19459.8550751633,0.868061706588242,0.264104239925502,3.28681473206603,0.0010132747353474,0.0243453775441045
ZNF222,395.565988911317,-1.1252484359829,0.342414049797731,-3.28622156902616,0.0010154110395247,0.0243453775441045
NOS1,154.216198694794,0.792164483871754,0.241354796136377,3.28215762252407,0.0010301600287944,0.0246593523425554
FBXL15,48.0757402669022,1.10364474986221,0.336823670097508,3.27662467884966,0.0010505591779711,0.0250671824337332
C1orf162,1122.03432828024,-0.961503432884114,0.2939999013364,-3.27042093726401,0.0010738755624721,0.0255226199881627
LINC01348,27.6774877974602,2.53497794652874,0.775179322910673,3.27018261659806,0.0010747807518652,0.0255226199881627
LINC00269,160.830222332294,0.613230859733863,0.187473787565633,3.27102187296012,0.0010715962189506,0.0255226199881627
TMEM192,520.633755243571,0.510373281926964,0.156298833435787,3.2653684657003,0.0010932176587239,0.0259191652536567
BEST1,2896.28744652326,-0.457814613854492,0.140310582984621,-3.26286588022139,0.0011029170232961,0.0260662465426543
IKBKE,108.164306342721,1.16333527691485,0.35675566569836,3.26087400640879,0.0011106938125947,0.0261671039924567
GOLGA6L22,13.7017999369298,-2.13029406249956,0.653898290061142,-3.25783702890609,0.0011226485927056,0.0264070322760547
HHEX,364.611382263679,-1.12645348678302,0.345856690878546,-3.25699492446308,0.0011259844628456,0.0264437894400259
IL1B,492812.247020395,4.25484407839199,1.30975294416071,3.24858523690397,0.0011598045467998,0.0270252581350416
LOC101929450,354.15030509732,0.544622037493425,0.167645923955689,3.24864467111873,0.0011595622691372,0.0270252581350416
EXOSC3,91.9576349748733,-0.9236046704381,0.28545595376802,-3.2355417998697,0.0012141210721903,0.0281151980583455
ZBTB10,132.631831976372,1.24490747437203,0.38583626530223,3.22651753172264,0.0012530655511377,0.0289720411846782
ZNF92,177.052298956401,-0.577254195918583,0.179095652678347,-3.22316140724712,0.0012678409035374,0.0292230469775186
OMG,281.950712648889,-0.598907685995653,0.185923686932203,-3.22125542946039,0.0012763034231147,0.0293274467625739
FOSB,125298.481030695,0.615939543713744,0.19129679888342,3.2198110334774,0.001282751222054,0.0293850521881592
SLC7A14,446.588946248024,0.597818998565036,0.185774260885576,3.21798615004719,0.0012909405125567,0.0295272942695688
KCNK5,60.4077759396654,1.54878973401266,0.481454648542074,3.21689641735241,0.0012958537477028,0.0295490320175732
DCLRE1A,37.7639800815513,-1.95051879936558,0.60662799701225,-3.21534582803997,0.0013028745843025,0.0295983164501672
RNF39,188.507805176566,0.954192854930829,0.296784375044723,3.21510475336527,0.0013039692823549,0.0295983164501672
ADCY2,30.2489616241953,1.33289038842763,0.415106185243699,3.21096248576764,0.0013229120355001,0.0299826552969819
TBCC,344.030433937283,-1.19341132591184,0.371908316596769,-3.20888582657258,0.0013325039403711,0.0301085322162961
ALG1L2,327.608253807543,-0.958112078426106,0.298823229966591,-3.20628379036404,0.0013446130822028,0.030336179871242
ABHD12B,181.943722443651,-0.776714095743435,0.243338866531451,-3.19190315470236,0.0014133871344432,0.0316484119158432
LOC221946,275.326193902089,0.609604478209658,0.19103972168629,3.19098286381877,0.0014178968971115,0.0317017937430654
FAM195A,12.2449537423095,1.89626696845169,0.594504990712951,3.18965693824978,0.0014244177476714,0.0317999129805754
MED29,2925.53118295616,0.600585540249272,0.188759905097398,3.18174317760638,0.0014639156856609,0.0324871646134852
C5orf45,199.470018783663,1.25938884789087,0.395758177774506,3.18221812868877,0.0014615170020081,0.0324871646134852
C10orf111,76.4434493050182,0.773597616919013,0.244175722704585,3.16820037778673,0.0015338576243199,0.0336883928593273
LOC100507144,152.389459728415,1.73869075387403,0.550603792184853,3.15778928251607,0.0015897042181304,0.034795257452378
CRLF2,89.8270445760175,0.766848094442145,0.242976491487952,3.15605880118722,0.001599166181791,0.0349170794568811
VCPIP1,2919.32954874421,-0.973658963766257,0.308820975003746,-3.15282653244148,0.0016169786351974,0.0352543894542391
SNORD35B,41.9314824160974,-1.2306687498611,0.390744428484194,-3.14954906621499,0.0016352264672584,0.0355418095265175
MIR3198-1,19.8965281217937,1.87659890374892,0.596062223515684,3.14832718752145,0.0016420778356984,0.0355418095265175
LOC284865,399.178039242336,0.59222257254048,0.188083133406478,3.14872770255582,0.0016398291464827,0.0355418095265175
GOLGA6L1,14.5717982848957,-1.91040606746356,0.607335642808952,-3.14555236479758,0.0016577351577005,0.0358287020388233
ARRDC3,4159.27655644394,-0.715475949473788,0.228060872266151,-3.13721482499117,0.0017056110628129,0.036703864040013
CCNT2,1210.89811279666,-0.403217873584658,0.128554562769606,-3.1365504646249,0.001709480144423,0.0367341172821049
GBAT2,8.23138968298978,2.80155701862281,0.895357130240621,3.12898275336223,0.0017541260375851,0.0375312505000098
LOC388813,45.7649651809505,2.22453008154517,0.712258870873193,3.12320445910068,0.001788934274151,0.0381119669005925
MAP3K8,4927.20588171014,1.6985474352495,0.544253617351549,3.12087486623422,0.0018031463724327,0.0383599455807259
LOC613266,49.1857550307251,1.15843251453231,0.371315529110258,3.11980626640672,0.0018097002111141,0.0384445288437958
RHOF,69.7713119468163,1.51500179514893,0.48570729883895,3.11916621135906,0.0018136362142808,0.0384733383550065
LOC100996291,431.512980730999,0.654837072017436,0.210028125681698,3.11785419163268,0.0018217290512001,0.0385677634189111
FAM110A,575.408125640221,0.989722858325969,0.317878724729589,3.11352343308883,0.0018486782900343,0.038939744829495
IRF5,191.484914527165,1.21943016311987,0.391949617192325,3.11119110628322,0.0018633430657206,0.0391932794627537
RHOV,16.7819179565673,2.69494773954069,0.866900089148162,3.10871780182745,0.0018790109475934,0.0393440032834649
ADAMTSL2,321.040940750578,0.528395319876727,0.169989734567431,3.10839546412213,0.0018810617810709,0.0393440032834649
CYB5D1,7322.80992355415,1.21371694358385,0.391041453253544,3.10380634453325,0.001910483357457,0.0397364551042632
PRAP1,55.0094798680412,0.944590099201907,0.304504760117765,3.10205363895328,0.0019218313221273,0.0398612941681284
LOC100996447,125.389134237503,1.00525144313515,0.32427060301387,3.10003877561529,0.0019349530958249,0.0400777159972737
LOC101929337,42.2999672750978,1.28113162258391,0.4136557108435,3.09709642342786,0.0019542629543481,0.0403655449282464
SCARF1,6415.80107999726,0.765415431930961,0.247272681621511,3.09543062707812,0.0019652733986846,0.0405368218458987
CDKN1A,2004.85359171355,1.1483080667341,0.371340216368008,3.09233424261297,0.0019858910634184,0.0409055157855788
LOC102724297,36.0723527109704,1.29826341908515,0.419979717920098,3.0912526574251,0.0019931395935389,0.0409630919766756
TEDDM1,138.609643145373,0.994967059663996,0.322209559123461,3.0879501600471,0.00201542268902,0.0412857123095545
TWISTNB,487.581729016521,1.08421843516669,0.35121327497463,3.08706564478523,0.0020214295131025,0.0413519592988995
FLJ23867,665.458473704861,0.632742977395919,0.205049522282368,3.08580566466566,0.0020300145252357,0.0414474612127449
GZF1,3009.61385662381,-0.977467806827384,0.316799749840371,-3.085443745836,0.0020324866765333,0.0414474612127449
DDX51,664.616580871325,0.443777885912373,0.143967440271404,3.08248785333526,0.0020527810795425,0.0416343941959729
LINC01215,108.619880956428,1.14297329168086,0.370783077263583,3.08259292769271,0.0020520564905651,0.0416343941959729
LINC01179,239.699363742591,0.562613940469277,0.182497963013353,3.08285052161438,0.0020502811248241,0.0416343941959729
SNHG5,128.040495066719,0.691825967990467,0.224458613013605,3.08219835586588,0.0020547786580993,0.0416343941959729
LOC102724190,297.470429383478,-1.01954446392684,0.331080410842073,-3.07944665567412,0.0020738550571937,0.0417937844161221
OPA3,2557.30960871528,0.675760961715528,0.219391017415975,3.08016695339106,0.002068845895991,0.0417937844161221
FAM86B3P,1215.99924108899,-0.78088412766059,0.253565535596156,-3.07961460860468,0.0020726860697223,0.0417937844161221
FAM225A,18.783963414845,-1.64661373794687,0.534674942178642,-3.0796538383441,0.0020724131096389,0.0417937844161221
PHLDA1,334.897289401527,0.560549827377977,0.182248004536781,3.07575289399039,0.0020997178126539,0.042144134239716
FREM2,96.3373193925547,0.753788258422085,0.245474891910514,3.07073465866674,0.002135328203596,0.0427438248325207
SYDE2,142.788932916288,0.589717760557516,0.192377465963321,3.06542014993561,0.0021736441024835,0.043452485925384
KCNRG,107.827512917841,0.89360944231908,0.291886979243935,3.06149128211806,0.0022023740531066,0.0437920056719725
C8orf49,97.4489057020603,0.925215767899298,0.30270257437925,3.05651767183227,0.0022392428041609,0.0443665373278944
ICAM5,57.7399416573608,1.59844083615668,0.523341747683442,3.05429643866963,0.0022558905034098,0.0445590663276172
DNAH2,168.111479128468,0.923603203102723,0.302470937024036,3.05352709979315,0.0022616829331606,0.0446143883362752
BMF,539.789302563766,1.1918855002537,0.391570176331085,3.04386179616989,0.0023356241063463,0.0456502782410778
SIDT1,196.778782124918,1.25606280350377,0.413045606908653,3.04097848396086,0.0023581068111412,0.0459692116007183
LINC00707,29.0040132852668,-1.30410703925447,0.429269349533909,-3.03796914610942,0.002381783395796,0.0463701511507912
GINS4,439.657075940382,0.7640645304299,0.251802261551947,3.03438311364123,0.0024102813417634,0.0467021282458964
PLEKHA4,13.0145478936005,2.27336838938747,0.750643428029138,3.02855963897046,0.0024572257102856,0.047293267960286
IDO2,28.9646492477136,1.47419585189536,0.486675156587523,3.02911671561817,0.0024526990644142,0.047293267960286
TTL,318.822997543108,1.99596282371054,0.660759554725526,3.0207097414424,0.0025218298067085,0.0484016060584878
PBOV1,80.299133713929,0.737089908229757,0.244107340780452,3.01953192342827,0.0025316561125662,0.0484654526401798
TSFM,36.2216540281693,-1.31854833594551,0.437694104902356,-3.01248822220181,0.0025911549074329,0.0492879844924377
NOP2,1624.83869598419,0.868519730050666,0.28866868857204,3.00870778312321,0.0026236132896834,0.0496522144531074
LPAL2,299.756582368429,0.528871209077108,0.175816634607058,3.00808402037219,0.0026290044245676,0.0496911824886911
ST8SIA1,206.044758691971,0.585243381913313,0.194714317566961,3.00565150640271,0.0026501253507992,0.0500269865271768
SLC23A1,72.8160454920101,-0.781084691770341,0.260143813412025,-3.00251111693067,0.0026776219350559,0.0503900710462662
LOC101927419,287.376290850385,0.582865972528732,0.194434896356599,2.99774363270542,0.0027198636450103,0.0510847941285129
SLC25A52,44.6148438748648,-1.11954798148037,0.37371981534965,-2.99568804087341,0.0027382641154326,0.0512415832575907
CD55,68772.9673009104,0.599015805652185,0.200119993226751,2.99328315973635,0.0027599355349616,0.0514486482911043
LOC102723769,91.8943666109235,0.681586361865825,0.22768819191498,2.99350772709518,0.0027579052498642,0.0514486482911043
CECR2,187.399186455618,0.578647034637813,0.193393807476283,2.99206599316152,0.0027709635574807,0.0515897372443334
ADRA2B,58.7899543695162,3.3510167486703,1.12063626524378,2.99028047958214,0.0027872138743851,0.0518275816816786
EGOT,9.24313797883149,3.41047252480584,1.14672997326358,2.97408509790641,0.0029386356586316,0.054304676055977
DNAH14,43.6958080059457,-1.69567747422436,0.5711914420046,-2.9686675071205,0.0029909403541404,0.0551346025974007
ANKK1,60.3276266325592,1.19349909865243,0.40233085546488,2.96646176260427,0.0030124781788629,0.0553946819745792
CALML4,1219.12959128315,-0.340656623498217,0.114829952405785,-2.96661817201149,0.0030109462832346,0.0553946819745792
DCUN1D3,7723.09425206503,1.1919952235584,0.402806844290314,2.95922286439427,0.0030841596746654,0.0562962952610589
CYP1A2,250.691274399683,0.5861772643174,0.198309209114128,2.95587515545005,0.003117832652988,0.0564960368821524
C3orf33,237.050247424919,0.534301422504485,0.180688257742774,2.95703455874322,0.0031061330235518,0.0564960368821524
GPATCH2,145.836646756139,0.683447362232042,0.231355988103844,2.95409411199366,0.003135883583936,0.0566853719845319
MKNK1-AS1,109.155413078574,-1.04399205614614,0.354668177398497,-2.94357408607632,0.0032444615842646,0.0583650851702522
SH3GL1P1,77.4739896664778,-0.862607915811189,0.293045953569417,-2.94359265263444,0.0032442669768225,0.0583650851702522
BUD13,198.522976942359,-0.739424119124379,0.251381898420122,-2.94143740568231,0.0032669286110417,0.0585680802729246
ERVV-1,374.512654614613,0.526738625108602,0.179127314910036,2.94058237501716,0.0032759588301063,0.0585680802729246
RNF217-AS1,41.9381620432936,0.967164035147402,0.328964929852727,2.94002170863741,0.0032818925228348,0.0585680802729246
IER2,18609.9033290662,0.795881827406194,0.27156276191162,2.93074728583447,0.0033814774206721,0.0601048543200039
CRNKL1,992.170013690656,-0.564613040095682,0.192803994737744,-2.92843019598054,0.0034067831936876,0.0604106513287314
STAP2,117.150293748294,0.800283524785427,0.2735737094075,2.925293978426,0.0034413095734237,0.0608059830195114
CASP8,8500.88357956182,-0.66492370843678,0.227402775869435,-2.92399116894928,0.0034557455063016,0.0608447848116601
MIR7848,41.1613424010586,-1.15961259381334,0.3975326965186,-2.91702444596046,0.0035338807470452,0.0619352334036054
GAB3,954.063403068015,-0.496514146610268,0.17021465567219,-2.91698822671584,0.0035342911303204,0.0619352334036054
ZNF658B,177.746814106591,-0.795266507279883,0.272993060961385,-2.91313817457204,0.003578162350011,0.0626304402883977
IPO5P1,670.819091186195,0.630852524312482,0.21695777632231,2.90772027168684,0.003640738408392,0.0633539461894399
ZNF322,242.47498566549,-0.551393528387593,0.190271534746708,-2.89792968307957,0.0037563479786254,0.0651376946572578
DAXX,1304.69503154487,0.497953429168514,0.172412331452526,2.8881543737237,0.0038750963742904,0.0668322846004773
TMEM140,2770.04177004,-0.75000691129949,0.259726574357683,-2.88767875660892,0.0038809601330391,0.0668322846004773
CDKN1B,1570.43569966966,-1.12188753282462,0.389926087258452,-2.87717998226932,0.0040124666589284,0.0686214624823391
ZNF658,119.513307884232,-0.868721746499771,0.303777492304231,-2.85973045570392,0.0042400122162555,0.0719354973617961
RPL36A,1360.05936474822,1.11913330192891,0.391651024266979,2.85747574393174,0.0042702527061642,0.072284084684481
C2orf81,26.7278303110141,1.33755076535814,0.468791856611469,2.85318685999849,0.0043283162230627,0.0728534761112131
CA2,162.421778473048,0.809159316753088,0.283964281089126,2.84951090908198,0.0043786504127729,0.0736176027121568
TRIM25,33308.4731803074,-0.778817956468294,0.27381830247254,-2.84428743234356,0.004451087453547,0.0746671172044396
POU5F1P5,51.8354889563921,-1.12776489414355,0.396697230723976,-2.84288572442355,0.0044707096937664,0.074912015351841
ZNF473,270.927059805244,-0.511829897211045,0.180234721653171,-2.8397963084825,0.004514234864599,0.0753028909796037
NUAK2,2829.33379049612,-0.866915371888523,0.305353471424525,-2.83905523603258,0.0045247323720625,0.0753616707134038
SYNJ2,196.416340732418,-1.04750138520362,0.368989962874679,-2.83883436027063,0.0045278654166975,0.0753616707134038
ZNF99,186.311098790185,0.644544079751635,0.227375005801804,2.83471825532778,0.0045866116069965,0.0760846928755724
HPCA,16.2901853236119,3.81770313861831,1.34749183841159,2.83319203114326,0.0046085691464544,0.0762792360500277
LINC00563,53.6261329828223,0.793714309386515,0.280905481798669,2.82555649788062,0.0047198563590309,0.0775189624253616
PPP1R3B,10962.4794976384,-0.904939095570549,0.320908997883913,-2.81992434471378,0.0048034973068916,0.0786003270920701
PPEF2,225.691741870083,0.480245348094865,0.170380940445064,2.81865651662904,0.0048225093075319,0.0787339029799798
OSGIN1,215.384745840838,-0.737558458639384,0.262030089599359,-2.81478535448774,0.004880982277663,0.0792920356283111
HSP90AB4P,396.12680283487,0.475390544590038,0.168968563688039,2.81348514903479,0.0049007649832109,0.0794403349941572
TAF1A,171.222093420197,0.48104120960996,0.171208836412301,2.80967512945143,0.0049591530184142,0.0800387975796656
MED18,763.75951060184,0.651037185489545,0.231792966907734,2.80870120510901,0.0049741788896362,0.0801288597501418
LOC105373609,159.09667722348,0.500790516582594,0.178410054050054,2.80696353828857,0.0050010902034013,0.0804544317187972
FLG2,227.234611801672,0.54986367925051,0.196311023066984,2.80098218969033,0.0050947330747115,0.0816965100464223
RGS12,168.127908142719,0.617472730407949,0.22044289492326,2.8010552602428,0.0050935795973798,0.0816965100464223
LOC101928053,195.694786794271,0.643356288194401,0.230809008633196,2.78739678318549,0.0053133377577261,0.0842059574718073
MIR6821,12.3734914592113,2.45462641719937,0.880956091891747,2.7863209526463,0.0053310059510497,0.0843697193734297
IL2RA,171.821393748728,0.892085925684439,0.320436086876007,2.7839745965617,0.0053697239637261,0.0847393581704209
LOC102723604,25.9042696250197,2.0385594677769,0.733979812749558,2.77740536233588,0.0054794794369075,0.0859521995421067
ERI1,1480.30529473523,-0.981076316716555,0.353290960318258,-2.7769641086564,0.0054869237553869,0.0859521995421067
ADPGK-AS1,556.93594075949,0.8878655344534,0.320426412247404,2.77088748154716,0.005590374112719,0.087115202866227
MRPL40,28.0089241684662,-1.26367136459135,0.456632777968541,-2.76736893530321,0.0056510763013579,0.0876945898877739
USP36,954.204564655701,-0.751451637987345,0.271961155572521,-2.76308444272278,0.0057257951075423,0.088577575143962
ZNF667,62.2206656026923,0.701926206124056,0.25441296632395,2.75900327041617,0.0057977954741792,0.089320789159541
ILF3-AS1,496.039317061373,0.402926662538442,0.146873322272579,2.74336180528865,0.0060813639466604,0.0924823961807308
TMEM206,36.7542731010154,-1.13297678562427,0.413067924746403,-2.74283409034929,0.0060911452407739,0.0925022901992478
POFUT2,2316.78781023433,-0.36352525031103,0.132872212990552,-2.73590122516345,0.0062209696117248,0.0941861114920331
NKPD1,116.457938095144,0.809315383091814,0.295909621214216,2.73500868194459,0.0062378630773549,0.0943460974367085
DGUOK,398.720107459858,-0.502576528843154,0.18386651491969,-2.73337714081692,0.0062688505883289,0.0946228429390176
