,UT_1,UT_2,UT_3,UT_5,UT_6,GMCSF_1,GMCSF_2,GMCSF_4,TNF_1,TNF_2,TNF_4,GMT_1,GMT_2,GMT_3
NFKBIB,915.436110727268,959.664267383241,893.968272742932,1180.88837070263,915.436110727268,950.457209178732,983.204826775394,1197.77067018962,2993.16473531502,2765.41428807956,2419.140485796,2666.3210754492,2506.12949629527,3470.95051575491
KCNRG,36.6967888373878,69.6530516649126,120.197414822579,64.7183566526217,36.6967888373878,107.687270005472,125.239853483835,106.49104180348,102.205625108318,187.963587974821,94.1530834233367,146.37958026724,117.12950908611,194.373228882275
PRC1,61.4919164302174,47.6260182324189,32.5534665144485,39.0083245577446,61.4919164302174,83.1064801129186,43.1861563737362,41.5822163232637,81.989127834145,32.8936278955937,29.6879091875386,47.6584679939851,62.9847360180027,44.1014889060624
CHST2,278.697234143405,370.292291757057,739.965335001503,727.859874134279,278.697234143405,70.2308282644383,420.345255371032,513.185401452962,163.97825566829,700.164365206209,741.349503711678,137.018095482707,143.649397935796,334.844637990474
ZSCAN31,7.93444082970547,7.14390273486283,3.7561692132056,5.31931698514699,7.93444082970547,26.921817501368,27.3512323700329,67.9514266746017,5.61569368727021,1.17477242484263,3.39290390714727,51.0626442792698,138.124421092111,65.3355391200924
DDX27,1701.93755797182,1187.67382967095,1183.19330215976,1058.54408004425,1701.93755797182,1802.59125878725,1118.52145007977,705.883477097355,1382.58378580593,969.187250495172,649.741098218702,692.749874055427,676.257165666976,659.888945112933
SLC23A1,100.172315475032,101.800613971795,155.254994145831,119.684632165807,100.172315475032,50.3320935895141,51.8233876484834,51.7242203045476,52.78752066034,82.2340697389843,72.0992080268795,28.0844543535984,30.3873726402645,22.8674386920323
PITRM1-AS1,17.8524918668373,13.0971550139152,2.50411280880373,14.1848452937253,17.8524918668373,66.7192868512164,241.842475692923,41.5822163232637,23.5859134865349,18.7963587974821,5.93758183750772,22.9781899256714,41.9898240120018,133.937855196189
PPAPDC2,37.688593941101,63.6997993858603,70.1151586465045,37.2352188960289,37.688593941101,32.7743865234045,53.2629261942746,51.7242203045476,52.78752066034,156.24473250407,128.082122494809,46.807423922664,63.5372337023711,62.0687621640878
FXR2,448.295906878359,586.990674714563,354.331962445728,416.679830503181,448.295906878359,412.020859151371,302.303094616153,537.526211008043,420.053887807812,264.323795589592,550.498658934645,585.51832106896,488.960450666074,336.478026468476
KCNJ2,2539.02106550575,2337.24684475596,4251.98354934874,1384.79552179993,2539.02106550575,2712.08048481173,6099.32481851734,2722.11386857658,48612.8139732233,78991.6978464186,36578.8970229547,34647.7062316272,39674.858714498,71359.475826965
NDUFS7,118.024807341869,161.928461990224,61.3507638156914,113.478762349802,118.024807341869,127.586004680396,59.0210803774395,90.2638354334262,89.8510989963233,70.486345490558,138.260834216251,114.039905557036,139.781914145217,57.1685967300809
SLC16A6,1150.49392030729,785.233975607006,1925.66274997007,907.830098798419,1150.49392030729,571.210736550765,391.554484455208,842.800530844687,872.67879900179,1763.33340968879,919.47695883691,577.007880355748,470.728027081915,395.280011676559
SNORD10,17.8524918668373,32.742887534788,10.0164512352149,37.2352188960289,17.8524918668373,39.7974693498484,79.1746200185164,69.9798274708585,13.4776648494485,15.2720415229542,29.6879091875386,82.5512749181528,72.9296943366347,107.803639548152
CENPJ,58.5165011190778,38.6961398138403,13.7726204484205,15.957950955441,58.5165011190778,44.4795245674776,15.8349240037033,11.1562043794122,46.0486882356157,22.32067607201,13.5716156285891,14.4677492124598,29.2823772715276,11.4337193460162
PCGF2,0.991805103713184,0.0,0.0,2.65965849257349,0.991805103713184,1.1705138044073,1.43953854579121,3.04260119438515,0.0,1.17477242484263,1.69645195357363,12.7656610698174,14.917437477948,9.80033086801386
OPA3,1066.19048649167,1179.93460170818,2078.4136313071,2437.13373202818,1066.19048649167,2212.27109032981,2989.92155960834,2210.95686791988,1987.95556529365,3880.27331925522,2658.34021124989,3198.22362002493,3661.95465199405,5174.57469831132
HIST1H2BG,0.991805103713184,13.0971550139152,30.0493537056448,36.3486660651711,0.991805103713184,11.705138044073,28.7907709158241,41.5822163232637,11.2313873745404,29.3693106210658,39.0183949321936,44.2542917087005,13.2599444248427,29.4009926040416
ECE2,1.98361020742637,5.35792705114712,1.25205640440187,0.0,1.98361020742637,71.4013420688456,57.5815418316483,21.2982083606961,3.36941621236213,0.0,0.848225976786817,74.0408342049412,36.4648471683174,49.0016543400693
SLC35G6,0.0,1.19065045581047,0.0,1.77310566171566,0.0,10.5346242396657,7.19769272895603,3.04260119438515,5.61569368727021,1.17477242484263,5.0893558607209,13.6167051411386,11.6024513717373,4.90016543400693
LINC00269,82.3198236081942,97.6333373764587,154.00293774143,121.457737827523,82.3198236081942,125.244977071582,200.095857864978,161.257863302413,161.731978193382,198.536539798405,166.252291450216,212.761017830291,198.89916637264,289.109760606409
ICAM1,7767.81757228165,11380.8323818644,9253.94888493419,14638.7603431245,7767.81757228165,95400.3866006086,99830.5586120744,65158.3187781562,89097.4729034917,121767.511379789,65572.1091355049,387624.192120579,354653.236075264,492502.560664213
ZC3H12C,102.155925682458,28.5756109394513,51.3343125804765,44.3276415428916,102.155925682458,62.0372316335872,41.746617827945,28.3976111475948,289.769794263143,385.325355348383,74.64388595724,130.209742912138,125.416974351637,99.636697158141
LYSMD1,487.968111026886,321.475623068827,588.466510068877,189.722305803576,487.968111026886,246.978412729941,249.040168421879,198.783278033163,436.900968869622,478.132376910951,151.83244984484,198.293268617831,127.626965089111,147.004963020208
NUDT16P1,89.2624593341865,58.3418723347131,120.197414822579,101.067022717793,89.2624593341865,225.90916425061,450.575564832648,163.28626409867,55.033798135248,92.807021562568,97.545987330484,172.761946478196,49.1722939087916,212.3405021403
REL,5530.30525830471,6675.38178050141,9135.00352651601,4857.42296027006,5530.30525830471,4261.840761847,6688.09608374595,3333.676708648,19761.6260855039,43070.6814120054,7469.47795158471,12054.188226193,13041.1553418328,22254.9180127815
KCNK7,104.139535889884,218.484358641222,328.038777953289,485.830951310091,104.139535889884,177.91809826991,308.061248799318,433.06357000082,183.071614205009,392.373989897439,494.515744466715,411.054286448122,416.030756329439,460.615550796652
LINC01448,62.4837215339306,54.7699209672817,76.3754406685138,74.4704377920578,62.4837215339306,88.9590491349552,95.0095440222196,122.718248173534,69.6346017221506,112.778152784893,95.8495353769104,97.8700682019337,135.361932670269,163.338847800231
NOP9,211.254487090908,331.596151943217,446.984136371466,252.667556794482,211.254487090908,139.291142724469,126.679392029626,183.570272061237,153.870007031204,173.86631887671,185.761488916313,148.932712481204,184.534226579061,106.17025107015
MRPL40,70.418162363636,41.0774407254613,37.561692132056,27.4831377565928,70.418162363636,23.4102760881461,8.63723127474724,12.1704047775406,32.5710233861672,5.87386212421316,18.66097148931,10.212528855854,28.7298795871591,4.90016543400693
LOC100996291,239.025029994877,242.297367757431,302.997649865252,298.768303999089,239.025029994877,254.001495556385,326.775249894604,338.74293297488,416.68447159545,476.957604486109,508.087360095304,438.287696730399,824.32654507772,1135.20499221161
LRRC17,94.2214848527524,126.804273543815,227.87426560114,142.735005768111,94.2214848527524,43.3090107630703,149.712008762285,78.0934306558856,60.6494918225183,238.478802243054,72.0992080268795,67.2324816343719,39.779833274528,145.371574542206
BHMT2,192.410190120358,203.601227943591,300.493537056448,357.280790835706,192.410190120358,291.457937297419,309.500787345109,309.331121429157,335.818482498758,442.889204165672,468.220739186323,437.436652659078,425.423216963702,602.720348382853
SLC7A5,1653.33910788988,2063.99256514745,1746.6186841406,5895.57632520458,1653.33910788988,2269.62626674576,4715.92827601199,4118.66781679937,7373.40581138578,15862.9520526501,7926.67175307281,10112.1056554381,8662.61119321285,22194.4826390954
RIPK4,45.6230347708064,100.01463828808,101.416568756551,80.6763076080626,45.6230347708064,23.4102760881461,60.4606189232307,28.3976111475948,11.2313873745404,38.7674900198069,55.1346884911431,7.65939664189047,16.0224328466849,22.8674386920323
HSF2,138.852714519846,132.757525822868,100.164512352149,28.3696905874506,138.852714519846,69.060314460031,51.8233876484834,17.2414067681825,92.0973764712314,68.1368006408727,22.9021013732441,32.3396747102042,77.9021734959507,50.6350428180716
IGF2BP3,18.8442969705505,23.8130091162094,15.0246768528224,39.8948773886024,18.8442969705505,15.216679457295,31.6698480074065,28.3976111475948,19.0933585367187,18.7963587974821,24.5985533268177,17.8719254977444,14.917437477948,34.3011580380485
RAB13,80.3362134007679,39.2914650417456,35.0575793232522,32.8024547417398,80.3362134007679,140.461656528877,148.272470216494,81.1360318502707,148.254313343934,105.729518235837,64.4651742357981,136.167051411386,104.422062345636,264.608933436374
LOC100130264,16.8606867631241,2.97662613952618,5.00822561760746,4.43276415428916,16.8606867631241,11.705138044073,4.31861563737362,4.05680159251354,5.61569368727021,4.69908969937053,1.69645195357363,1.70208814264233,1.10499536873689,0.0
LOC101929762,66.4509419487833,86.3221580462592,167.77555818985,139.18879444468,66.4509419487833,117.05138044073,175.623702586527,144.01645653423,115.683289957766,207.934719197146,163.707613519856,180.421343120087,175.141765944797,320.144141688453
C7orf65,44.6312296670933,73.225003032344,87.6439483081306,113.478762349802,44.6312296670933,64.3782592424018,97.888621113802,109.533642997865,94.3436539461395,93.9817939874106,89.9119535394026,133.613919197423,123.759481298532,215.607279096305
LUCAT1,4347.08176957488,4597.10140988423,10817.7673340321,6329.98721232491,4347.08176957488,12173.343565836,24777.3374501582,12645.0505638647,5319.18506058234,13269.0545385975,5528.73691669648,11321.4392807854,15824.638675681,42250.8597604858
NOP10,3056.74332964403,2916.49829150775,4076.69565273248,5316.65732665441,3056.74332964403,3495.15421996021,5912.18480756448,5681.55063031521,3060.55305956226,3451.48138418765,5104.62392830307,3335.24171550764,1820.47986999403,4700.89203969065
IER3,2745.31652707809,5631.77665598353,6640.9071689475,9964.85381884202,2745.31652707809,6949.34045676617,25584.9185743471,27267.7919040797,20970.1233670044,33179.0975948305,74495.4464113022,65143.1684392784,61298.5130853102,60376.5717008774
IKBKE,127.942858379001,97.0380121485535,91.4001175213362,40.7814302194602,127.942858379001,62.0372316335872,35.9884636447802,22.3124087588244,245.967383502435,348.907410178262,47.5006547000618,58.7220409211602,134.256937301532,73.502481510104
KIAA0226L,14971.2980405505,15565.3734088103,27685.4712141341,23299.4949477747,14971.2980405505,6759.71722045219,9344.04470073072,8947.2759122886,12398.3285227552,32238.1048825315,13508.8469063069,7044.94282239659,4877.44955760463,11569.2905896904
LOC102723604,1.98361020742637,13.0971550139152,8.76439483081306,5.31931698514699,1.98361020742637,9.36411043525844,56.1420032858571,47.667418712034,15.7239423243566,45.8161245688627,14.4198416053759,14.4677492124598,34.807354115212,93.1031432461317
MTRR,179.516723772086,170.858340408803,92.6521739257381,90.4283887474988,179.516723772086,460.011925132071,554.222340129615,172.414067681825,139.269203444301,58.7386212421316,78.0367898643872,163.400461693663,207.186631638167,245.008271700347
LRRC28,85.2952389193338,123.232322176384,67.6110458377008,93.9746000709301,85.2952389193338,84.276993917326,59.0210803774395,79.107631054014,77.4965728843289,59.9133936669743,83.9743717018949,92.7638037740067,106.63205308311,45.7348773840647
SASH3,9954.74782596922,10159.8203394308,15754.6257365887,11722.8880824331,9954.74782596922,3985.59950400687,5186.65738048572,7603.4603847685,7507.05932114281,15603.3273467598,8986.10599807954,5091.79667871452,3180.17667122477,4478.75120668234
F3,88.2706542304733,91.6800850974064,103.920681565355,148.054322753258,88.2706542304733,154.507822181764,221.688936051846,246.450696745197,628.957692974263,519.249411780444,332.504582900432,518.285839434588,1551.96599539096,4594.7217886205
